TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BSLI3;14.48;0.32;54.05;2.3;0.13;34.16;-2.02;1.59;-42.56;-38.17;;;0.86;-0.43;-0.14;0.2;4.26;0.23;;0.06;0.94;0.15;20.22;-17.49;3458.95;6.29;0.27;-0.78;4997436320
BSLI4;11.35;0.44;42.37;1.8;0.1;34.16;-2.02;1.59;-33.36;-38.17;;;0.67;-0.34;-0.11;0.2;4.26;0.23;;0.06;0.94;0.15;20.22;-17.49;4291.96;6.29;0.27;-0.61;4997436320
BTTL4;11091.73;;3316.69;1219.09;663.58;16.06;9.97;4.5;1495.19;2.05;0.05;0.04;149.11;1826.89;-2096.45;2.13;36.76;20.01;47.32;0.54;0.46;4.45;38.18;;;9.1;3.34;-542.06;210277037.2
CALI3;16.4;2.72;3.35;2.01;0.3;25.74;16.38;11.05;2.26;4.1;1.84;1.63;0.37;2.18;-0.43;1.82;59.97;8.89;25.95;0.15;0.85;0.8;65.29;31.66;1740;8.16;4.9;0;61023924.4
CALI4;50;;10.21;6.12;0.91;25.74;16.38;11.05;6.89;4.1;1.84;1.63;1.13;6.66;-1.3;1.82;59.97;8.89;25.95;0.15;0.85;0.8;65.29;31.66;;8.16;4.9;0;61023924.4
CAMB3;9.2;2.16;5.11;1.92;1.04;46.94;22.38;15.54;3.55;4.07;0.55;0.3;0.79;4.12;-2.04;2.05;37.48;20.3;39.01;0.54;0.46;1.31;11.16;11.21;545152.64;4.8;1.8;0.11;388930736
CAMB4;6.25;3.18;3.47;1.3;0.7;46.94;22.38;15.54;2.41;4.07;0.55;0.3;0.54;2.8;-1.39;2.05;37.48;20.3;39.01;0.54;0.46;1.31;11.16;11.21;;4.8;1.8;0.07;388930736
CAML3;6.96;4.12;5.03;0.81;0.26;20.98;8.22;4.71;2.88;6.46;3.49;0.98;0.24;0.96;-0.59;1.99;16.16;5.26;10.72;0.33;0.67;1.12;16.96;14.1;9774033.38;8.57;1.38;0.02;2436000000
CASH3;7.02;;-13.15;0.79;0.52;-31.69;-31.69;-12.5;-5.18;-1.84;3.37;-0.51;1.64;1.04;-2.42;2.71;-6;-3.94;-15.14;0.66;0.34;0.32;70.01;;16993497.74;8.9;-0.53;0.39;607654836.4
CASN3;9.61;0.23;111.23;5.14;2.24;42.77;18.4;5.78;34.92;38.51;5.85;0.86;6.42;-39.69;-2.55;0.68;4.62;2.02;6.49;0.44;0.56;0.35;6.67;;;1.87;0.09;-8.36;9343450887
CASN4;8.37;0.29;96.88;4.47;1.95;42.77;18.4;5.78;30.42;38.51;5.85;0.86;5.6;-34.57;-2.22;0.68;4.62;2.02;6.49;0.44;0.56;0.35;6.67;;;1.87;0.09;-7.28;9343450887
CATA3;103.61;38.09;0.49;0.09;0.04;27.94;9.92;9.25;0.46;1.91;1.46;0.27;0.05;0.12;-0.1;1.85;17.46;7.5;9.69;0.43;0.57;0.81;12.66;;;1214.17;211.94;0.01;14940354.78
CATA4;0;;0;0;0;27.94;9.92;9.25;0;1.91;1.46;0.27;0;0;0;1.85;17.46;7.5;9.69;0.43;0.57;0.81;12.66;;;1214.17;211.94;0;14940354.78
CBAV3;3.68;11.97;-2.47;0.42;0.16;-8.53;-10.28;-7.92;-1.9;-4.22;-2.27;0.51;0.2;0.74;-0.27;2.2;-17.18;-6.54;-14.64;0.38;0.6;0.83;;;16042266.33;8.69;-1.49;0.01;2192666665
CBEE3;15;;-19.58;0.67;0.2;17;10.48;-2.39;4.47;10.76;6.47;0.97;0.47;-0.93;-0.25;0.46;-3.43;-1.04;7.07;0.3;0.7;0.44;7.69;;9387.4;22.35;-0.77;0.04;3603148815
CCRO3;11.81;2.79;18.51;1.95;0.44;43.52;34.62;8.16;4.36;8.64;4.1;1.84;1.51;10.63;-0.58;1.19;10.54;2.36;10.05;0.22;0.77;0.29;12.68;-6.44;101470725.4;6.05;0.64;-0.28;23856200000
CCXC3;1.16;;-0.18;-0.03;2.38;;;;-2.43;-2.39;0.04;;;-0.03;;0.01;-14.81;-1353.02;1.07;-91.35;92.46;0;;;;-44.46;-6.59;0;1973425.64
CEAB3;5.2;;54.63;0.56;0.18;51.38;5.75;0.47;4.47;6.57;2.08;0.26;0.26;1.01;-0.35;1.63;1.02;0.34;7.3;0.33;0.67;0.72;4.19;-21.25;18317697.87;9.34;0.1;-0.62;1602874354
CEBR3;16.02;9.31;6.13;1.15;0.82;43.45;84.65;66.35;4.8;2.43;-2.6;-0.62;4.07;1.9;-1.72;5.72;18.78;13.38;13.13;0.71;0.11;0.2;-34.71;7.64;129436.82;13.92;2.61;-4.43;1211163477
CEBR5;16;9.32;6.12;1.15;0.82;43.45;84.65;66.35;4.8;2.43;-2.6;-0.62;4.06;1.9;-1.72;5.72;18.78;13.38;13.13;0.71;0.11;0.2;-34.71;7.64;65629.37;13.92;2.61;-4.43;1211163477
CEBR6;17.58;9.33;6.73;1.26;0.9;43.45;84.65;66.35;5.27;2.43;-2.6;-0.62;4.46;2.09;-1.88;5.72;18.78;13.38;13.13;0.71;0.11;0.2;-34.71;7.64;207437.87;13.92;2.61;-4.87;1211163477
CEDO3;16;;3.33;1.06;0.19;24.21;12.11;3.94;1.08;2.63;1.57;1.54;0.13;5.53;-0.42;1.07;31.83;5.72;33.61;0.18;0.82;1.45;14.09;-10.31;8710.44;15.08;4.8;-0.01;155792961.9
CEDO4;15.02;;3.13;1;0.18;24.21;12.11;3.94;1.02;2.63;1.57;1.54;0.12;5.19;-0.39;1.07;31.83;5.72;33.61;0.18;0.82;1.45;14.09;-10.31;48886.69;15.08;4.8;-0.01;155792961.9
CEEB3;37;4.4;6.82;1.64;0.35;28.66;22.4;9.86;3;7.66;4.04;2.2;0.67;-5.87;-0.45;0.79;24;5.12;14.62;0.21;0.79;0.52;11.42;51.69;144442.39;22.61;5.43;-0.27;12304687178
CEEB5;42.06;3.87;7.75;1.86;0.4;28.66;22.4;9.86;3.41;7.66;4.04;2.2;0.76;-6.67;-0.51;0.79;24;5.12;14.62;0.21;0.79;0.52;11.42;51.69;7052.75;22.61;5.43;-0.31;12304687178
CEEB6;60.68;2.95;11.18;2.68;0.57;28.66;22.4;9.86;4.92;7.66;4.04;2.2;1.1;-9.62;-0.74;0.79;24;5.12;14.62;0.21;0.79;0.52;11.42;51.69;;22.61;5.43;-0.45;12304687178
CEED3;36.97;;-8.41;-0.88;0.34;16.98;8.23;-6.09;6.23;12.41;6.19;;0.51;5.7;-0.54;1.18;-10.45;-4;36.98;-0.38;1.38;0.66;7.74;;6397;-42.07;-4.4;-0.08;2522243225
CEED4;30.01;;-6.83;-0.71;0.27;16.98;8.23;-6.09;5.05;12.41;6.19;;0.42;4.63;-0.44;1.18;-10.45;-4;36.98;-0.38;1.38;0.66;7.74;;3001;-42.07;-4.4;-0.06;2522243225
CEGR3;88.32;1.16;68.03;19.15;5.2;24.88;15.02;5.49;24.88;25.65;0.77;0.59;3.74;-105.16;-7.15;0.85;28.14;7.64;32.12;0.27;0.73;1.39;9.87;-0.1;;4.61;1.3;-2.46;22931204490
CEPE3;125.26;0.43;194.71;6.27;0.7;18.71;11.07;0.58;10.25;17.07;7.99;4.89;1.13;-39.1;-0.93;0.93;3.22;0.36;9.82;0.11;0.89;0.62;8.38;-3.17;;19.97;0.64;-2.5;8662392210
CEPE5;40.12;1.35;62.36;2.01;0.22;18.71;11.07;0.58;3.28;17.07;7.99;4.89;0.36;-12.52;-0.3;0.93;3.22;0.36;9.82;0.11;0.89;0.62;8.38;-3.17;;19.97;0.64;-0.8;8662392210
CEPE6;43;1.39;66.84;2.15;0.24;18.71;11.07;0.58;3.52;17.07;7.99;4.89;0.39;-13.42;-0.32;0.93;3.22;0.36;9.82;0.11;0.89;0.62;8.38;-3.17;;19.97;0.64;-0.86;8662392210
CESP3;25.55;;2.92;0.93;0.5;35.77;59.96;155.88;7.58;4.96;-2.56;-0.31;4.54;3.75;-0.73;1.7;31.8;17.05;9.01;0.54;0.46;0.11;8.84;;;27.56;8.77;0;8302192834
CESP5;25;;2.85;0.91;0.49;35.77;59.96;155.88;7.42;4.96;-2.56;-0.31;4.45;3.67;-0.72;1.7;31.8;17.05;9.01;0.54;0.46;0.11;8.84;;;27.56;8.77;0;8302192834
CESP6;25.25;;2.88;0.92;0.49;35.77;59.96;155.88;7.49;4.96;-2.56;-0.31;4.49;3.7;-0.72;1.7;31.8;17.05;9.01;0.54;0.46;0.11;8.84;;;27.56;8.77;0;8302192834
CGAS3;120;9.74;35.56;161.27;1.15;20.96;16.69;2.6;5.54;7.48;1.94;56.56;0.92;81.02;-1.89;1.04;453.46;3.25;19.15;0.01;0.99;1.25;25.75;-6.92;15779.2;0.74;3.37;-0.46;15902470440
CGAS5;127.55;10.08;37.8;171.41;1.23;20.96;16.69;2.6;5.89;7.48;1.94;56.56;0.98;86.12;-2.01;1.04;453.46;3.25;19.15;0.01;0.99;1.25;25.75;-6.92;81335.13;0.74;3.37;-0.49;15902470440
CGRA3;25.2;8.19;5.25;0.6;0.42;54.66;9.07;14.53;8.4;6.64;-1.78;-0.13;0.76;1.68;-0.75;2.32;11.41;8.02;5.83;0.7;0.3;0.55;9.76;9.46;212950.62;42.1;4.8;-0.12;515353025.2
CGRA4;25.99;7.94;5.41;0.62;0.43;54.66;9.07;14.53;8.67;6.64;-1.78;-0.13;0.79;1.73;-0.78;2.32;11.41;8.02;5.83;0.7;0.3;0.55;9.76;9.46;222641.49;42.1;4.8;-0.13;515353025.2
CIEL3;3.45;8.4;4.94;0.8;0.1;45.68;32.19;17.91;2.75;4.69;1.89;0.55;0.88;0.7;-0.82;1.19;16.24;1.98;11.82;0.12;0.85;0.11;-1.62;-14.08;121951036.7;4.31;0.7;0.09;9373011960
CLSA3;3.7;;-60.18;0.96;0.78;38.95;-9.04;-2.17;-14.44;-7.39;8.3;-0.55;1.31;1.5;-2.44;4.15;-1.59;-1.29;-7.67;0.81;0.19;0.59;;;1664125.64;3.87;-0.06;0.66;695326422
CLSC3;58.62;5.05;3.69;0.71;0.19;15.14;9.03;5.98;2.44;4.13;1.56;0.45;0.22;-10.1;-0.29;0.95;19.14;5.19;13.03;0.27;0.73;0.87;7.34;55.91;14447.5;82.99;15.88;0.08;2382280492
CLSC4;63.88;5.1;4.02;0.77;0.21;15.14;9.03;5.98;2.66;4.13;1.56;0.45;0.24;-11;-0.31;0.95;19.14;5.19;13.03;0.27;0.73;0.87;7.34;55.91;372041.15;82.99;15.88;0.09;2382280492
CMIG3;14.94;7.4;4.96;1.39;0.6;23.76;20.7;18.48;4.43;5.01;1.09;0.34;0.92;9.64;-0.8;1.34;28.07;12.15;17.8;0.43;0.57;0.66;9.68;45.94;10399618.92;10.72;3.01;0.4;28477253656
CMIG4;11.93;9.26;3.96;1.11;0.48;23.76;20.7;18.48;3.54;5.01;1.09;0.34;0.73;7.7;-0.64;1.34;28.07;12.15;17.8;0.43;0.57;0.66;9.68;45.94;104118872.1;10.72;3.01;0.32;28477253656
CMIN3;4.95;18.39;11.34;2.59;1.03;44.23;27.92;15.73;6.38;6.29;-0.07;-0.03;1.78;4.08;-1.72;2.73;22.89;9.1;20.28;0.4;0.6;0.58;19.26;22.26;40681154.51;1.91;0.44;-0.51;27152427248
CMSA3;0;;0;0;0;;;;0;0.34;0.34;-0.98;;0;0;76.15;-293.36;-289.63;-288.84;0.99;0.01;0;;;;0;0;0;0
CMSA4;0;;0;0;0;;;;0;0.34;0.34;-0.98;;0;0;76.15;-293.36;-289.63;-288.84;0.99;0.01;0;;;;0;0;0;0
CNSY3;30.22;;-86.19;-23.75;5.37;18.72;7.08;-7.71;93.87;109.95;16.08;;6.65;-28.61;-6.18;0.41;-27.56;-6.23;4.37;-0.23;1.23;0.81;2.97;;;-1.27;-0.35;0.14;935885083.9
COCE3;50.01;0.62;7.1;0.92;0.3;17.53;14.52;6.27;3.06;6.12;4.31;1.29;0.44;-2.26;-0.39;0.64;12.93;4.18;10.92;0.32;0.68;0.67;13.27;4.72;10002;54.49;7.05;1.36;2974901259
COCE5;39;0.79;5.53;0.72;0.23;17.53;14.52;6.27;2.39;6.12;4.31;1.29;0.35;-1.76;-0.3;0.64;12.93;4.18;10.92;0.32;0.68;0.67;13.27;4.72;1084372;54.49;7.05;1.06;2974901259
COCE6;19.17;1.61;2.72;0.35;0.11;17.53;14.52;6.27;1.17;6.12;4.31;1.29;0.17;-0.87;-0.15;0.64;12.93;4.18;10.92;0.32;0.68;0.67;13.27;4.72;;54.49;7.05;0.52;2974901259
COGN3;2.45;;-11.28;0.38;0.18;63.56;8.47;-7.45;9.91;23.56;13.29;0.51;0.84;3.39;-0.22;1.41;-3.35;-1.59;2.14;0.48;0.48;0.21;-1.73;;50059708.64;6.49;-0.22;4.11;4597685215
CORR3;2.71;2762.62;0.01;0.01;0;100;2501.4;2192.46;0.01;-1.31;-1.45;-2.13;0.18;0.01;-0.02;3.31;128.78;41.35;102.17;0.32;0.68;0.02;-16.36;;;263.25;339.01;0;1278894.65
CORR4;82;91.3;0.24;0.31;0.1;100;2501.4;2192.46;0.21;-1.31;-1.45;-2.13;5.3;0.18;-0.47;3.31;128.78;41.35;102.17;0.32;0.68;0.02;-16.36;;;263.25;339.01;0;1278894.65
CPFE3;33.47;8.62;6.98;2.16;0.53;32.26;27.95;13.83;3.45;5.22;1.74;1.09;0.96;-24.24;-0.69;0.91;31;7.63;20.03;0.25;0.74;0.55;8.03;36.19;58047804.69;15.48;4.8;0.73;38565956107
CPLE11;41.71;8.26;12.9;1.14;0.46;21.63;15.12;8.78;7.49;11.18;3.57;0.55;1.13;7.03;-0.58;1.47;8.86;3.57;7.82;0.4;0.59;0.41;9.35;13.29;14436233.21;36.48;3.23;-0.3;24882605950
CPLE3;7.96;8.01;12.31;1.09;0.44;21.63;15.12;8.78;7.15;11.18;3.57;0.55;1.08;6.71;-0.55;1.47;8.86;3.57;7.82;0.4;0.59;0.41;9.35;13.29;48395266.18;7.3;0.65;-0.29;24882605950
CPLE5;23.52;3.33;36.38;3.22;1.3;21.63;15.12;8.78;21.11;11.18;3.57;0.55;3.19;19.83;-1.64;1.47;8.86;3.57;7.82;0.4;0.59;0.41;9.35;13.29;8416.27;7.3;0.65;-0.86;24882605950
CPLE6;8.52;8.24;13.18;1.17;0.47;21.63;15.12;8.78;7.65;11.18;3.57;0.55;1.16;7.18;-0.59;1.47;8.86;3.57;7.82;0.4;0.59;0.41;9.35;13.29;155074628.3;7.3;0.65;-0.31;24882605950
CPRE3;18.23;;7.76;1.92;0.94;55.73;43.79;47;8.33;8.41;0.09;0.02;3.65;-3.92;-1.08;0.36;24.81;12.11;15.85;0.49;0.5;0.26;12.91;161.17;;9.47;2.35;3.21;10824655048
CREM3;14.5;;32.7;2.45;0.67;30.3;7.39;2.1;9.28;13.11;3.84;1.01;0.69;4.89;-1.69;1.29;7.5;2.05;9.29;0.27;0.73;0.98;1.09;;;5.91;0.44;22.14;465122474
CRFB3;8.86;2.49;14.87;0.93;0.21;19.08;4.56;1.16;3.77;7.63;3.71;0.91;0.17;-4.62;-0.38;0.9;6.23;1.43;9.76;0.23;0.75;1.24;15.4;-4.71;85473197.92;9.57;0.6;-0.29;18674794631
CRIV3;5.7;;31.55;0.56;0.04;24.35;0.58;0.95;52.2;51.81;;;0.3;0.09;-0.08;68.86;1.77;0.13;;0.07;0.92;0.14;18.33;-22.13;9173.62;10.23;0.18;-0.03;583678129.1
CRIV4;5.63;4.21;31.16;0.55;0.04;24.35;0.58;0.95;51.56;51.81;;;0.3;0.09;-0.08;68.86;1.77;0.13;;0.07;0.92;0.14;18.33;-22.13;44517.39;10.23;0.18;-0.03;583678129.1
CRPG3;44.5;21.63;12.34;1.84;1.36;13.13;9.77;15.22;19.23;16.25;-1.44;-0.14;1.88;2.68;-3.92;4.52;14.88;11.04;9.18;0.74;0.26;0.73;7.16;5.78;15611;24.23;3.6;-0.44;1196843893
CRPG5;41.98;22.93;11.65;1.73;1.29;13.13;9.77;15.22;18.14;16.25;-1.44;-0.14;1.77;2.53;-3.7;4.52;14.88;11.04;9.18;0.74;0.26;0.73;7.16;5.78;190007.92;24.23;3.6;-0.41;1196843893
CRPG6;39.49;24.37;10.96;1.63;1.21;13.13;9.77;15.22;17.06;16.25;-1.44;-0.14;1.67;2.38;-3.48;4.52;14.88;11.04;9.18;0.74;0.26;0.73;7.16;5.78;316106.89;24.23;3.6;-0.39;1196843893
CSAB3;33.5;1.8;15.85;1.26;0.64;-64.9;2145.03;3749.88;27.7;33.7;;;594.18;4.07;-0.79;4.5;7.93;4.01;;0.51;0.49;0;-33.4;-4.28;12127.5;26.65;2.11;0.5;312960000
CSAB4;48;1.38;22.7;1.8;0.91;-64.9;2145.03;3749.88;39.69;33.7;;;851.36;5.84;-1.14;4.5;7.93;4.01;;0.51;0.49;0;-33.4;-4.28;11251.5;26.65;2.11;0.71;312960000
CSAN3;16;2.68;-25.95;1.67;0.22;24.7;24.32;-2.76;2.94;7.37;4.37;2.48;0.72;2.71;-0.28;1.65;-6.45;-0.86;9.34;0.13;0.66;0.31;38.95;;105280676;9.57;-0.62;0.21;29985134912
CSED3;3.55;1.94;26.79;0.93;0.28;46.43;16.7;2.26;3.63;4.52;0.66;0.17;0.61;4.27;-0.36;1.41;3.46;1.04;14.78;0.3;0.7;0.46;15.05;-10.96;898400.69;3.83;0.13;-1.84;1303023070
CSMG3;15.89;10.5;4.68;0.77;0.43;40.21;23.61;18.47;3.66;5.78;2.03;0.42;0.86;6.04;-0.53;1.58;16.38;9.22;10.82;0.56;0.44;0.5;7.38;18.19;37978511.64;20.75;3.4;0.05;6042221266
CSNA3;11.37;25.72;-25.45;0.82;0.18;25.51;9.1;-1.34;3.74;10.77;7.06;1.54;0.34;1.55;-0.27;1.53;-3.21;-0.71;6.05;0.22;0.75;0.53;19.08;;83530488.36;13.94;-0.45;0.22;15077688177
CSRN3;27.09;5.86;7.81;3.18;0.79;31.55;26.27;16.02;4.76;7.06;2.59;1.73;1.25;-137.97;-1.06;0.98;40.77;10.1;18.81;0.25;0.75;0.63;10.3;25.36;43312.3;8.51;3.47;1.99;4588003725
CSRN5;25.12;6.95;7.24;2.95;0.73;31.55;26.27;16.02;4.42;7.06;2.59;1.73;1.16;-127.94;-0.98;0.98;40.77;10.1;18.81;0.25;0.75;0.63;10.3;25.36;2512;8.51;3.47;1.85;4588003725
CSRN6;28;6.24;8.07;3.29;0.82;31.55;26.27;16.02;4.92;7.06;2.59;1.73;1.29;-142.61;-1.09;0.98;40.77;10.1;18.81;0.25;0.75;0.63;10.3;25.36;3719;8.51;3.47;2.06;4588003725
CSUD3;15.5;6.35;7.99;1.64;1.08;38.91;20.38;15.1;5.92;5.99;0.15;0.04;1.21;26.47;-1.47;1.18;20.49;13.57;16.94;0.66;0.34;0.9;1.99;12.41;1014067.33;9.47;1.94;0.35;647900000
CTCA3;0;;0;0;0;56.89;22.81;25.82;0;-4.08;-4.08;-0.39;0;0;0;4.66;10.89;9.55;4.34;0.88;0.12;0.37;20.53;45.69;;2.69;0.29;0;0
CTKA3;18;;3.92;-0.84;0.18;38.57;8.73;4.46;2;10.45;8.61;;0.17;0.63;-0.56;1.75;-21.3;4.68;13.22;-0.22;1.22;1.05;14.61;;4319.5;-21.54;4.59;0.01;108403048.7
CTKA4;17.01;;3.71;-0.79;0.17;38.57;8.73;4.46;1.89;10.45;8.61;;0.17;0.6;-0.53;1.75;-21.3;4.68;13.22;-0.22;1.22;1.05;14.61;;16795.85;-21.54;4.59;0.01;108403048.7
CTNM3;8.8;;-0.88;0.53;0.07;22.43;-5.68;-17.19;-2.67;-12.15;-10.64;2.13;0.15;-11.38;-0.11;0.98;-60.74;-8.14;-4.4;0.13;0.75;0.47;-3.61;;7733.29;16.45;-9.99;0;152535222.6
CTNM4;1.8;;-0.18;0.11;0.01;22.43;-5.68;-17.19;-0.55;-12.15;-10.64;2.13;0.03;-2.33;-0.02;0.98;-60.74;-8.14;-4.4;0.13;0.75;0.47;-3.61;;51314.33;16.45;-9.99;0;152535222.6
CTSA3;2.34;;-1.8;0.21;0.1;-12.29;-10.81;-21.65;-3.61;-10.99;-7.33;0.42;0.39;-1.34;-0.15;0.78;-11.6;-5.77;-5.53;0.5;0.5;0.27;-0.42;;12518.18;11.19;-1.3;0;65109987.54
CTSA4;1.64;;-1.26;0.15;0.07;-12.29;-10.81;-21.65;-2.53;-10.99;-7.33;0.42;0.27;-0.94;-0.1;0.78;-11.6;-5.77;-5.53;0.5;0.5;0.27;-0.42;;88854.64;11.19;-1.3;0;65109987.54
CTSA8;0;;0;0;0;-12.29;-10.81;-21.65;0;-10.99;-7.33;0.42;0;0;0;0.78;-11.6;-5.77;-5.53;0.5;0.5;0.27;-0.42;;;11.19;-1.3;0;65109987.54
CURY3;15.21;5.18;11.24;4.6;1.57;37.7;19.83;15.61;8.85;8.39;-0.67;-0.35;1.75;3.18;-6.85;2.77;40.92;13.92;27.31;0.34;0.61;0.89;22.62;28.47;28864244.51;3.31;1.35;0.48;4439420088
CVCB3;2.85;;-2.71;2.39;0.31;100;-5.21;-38.14;-19.84;-20.88;-0.27;0.03;1.03;-3.26;-0.66;0.85;-88.07;-11.32;-5.5;0.13;0.87;0.3;0.61;;51237216.31;1.19;-1.05;0.57;1265154829
CXSE3;10.95;12.45;9.72;2.77;2.74;;;;8.68;8.46;-0.22;-0.07;;38.49;-2.98;7.44;28.48;28.16;27.16;0.99;0.01;0;;21.07;44067989.54;3.95;1.13;0.2;32850000000
CYRE3;18.2;2.81;7.75;0.97;0.43;32.16;18.04;16.06;6.9;9.07;1.86;0.26;1.24;1.32;-0.91;2.65;12.49;5.58;7.01;0.45;0.51;0.35;15.15;;114461300.7;18.81;2.35;0.35;7275318942
DASA3;9.85;0.98;-9.86;0.91;0.27;29.17;7.37;-5.42;7.25;15.52;8.11;1.02;0.53;17.36;-0.39;1.05;-9.24;-2.75;4.43;0.3;0.7;0.51;31.03;;10419941.36;10.81;-1;-0.03;7415078463
DESK3;14.4;0.14;20.68;1.35;0.58;61.69;33.85;9.4;5.74;8.21;2.35;0.55;1.94;-53.13;-0.66;0.92;6.54;2.78;13.19;0.43;0.56;0.3;;;3208518.74;10.66;0.7;0.14;1659820968
DEXP3;9.42;2.85;5.98;1.36;0.64;19.83;14.51;8.06;3.32;3.22;-0.21;-0.09;0.48;1.48;-1.78;3.06;22.78;10.68;19.71;0.47;0.44;1.33;34.1;12.8;736415.79;6.92;1.58;-0.42;883183341.6
DEXP4;9;3.04;5.71;1.3;0.61;19.83;14.51;8.06;3.17;3.22;-0.21;-0.09;0.46;1.41;-1.7;3.06;22.78;10.68;19.71;0.47;0.44;1.33;34.1;12.8;15465.83;6.92;1.58;-0.4;883183341.6
DIRR3;17.8;3.93;10.18;2.12;0.45;34.89;19.88;13.36;6.84;7.6;0.79;0.25;1.36;1.3;-0.87;3.61;20.83;4.46;13.08;0.21;0.76;0.33;23.53;;45147085.82;8.39;1.75;0.09;3088300000
DMMO11;0.34;;-49.97;-0.36;0.53;54.54;8.16;-1.1;6.75;32.11;-2.85;;0.55;1.78;-1.29;2.04;-0.73;-1.07;-5.39;-1.47;2.47;0.97;-1.34;;16904.2;-0.93;-0.01;0.49;949254731
DMMO3;1.76;;-258.65;-1.88;2.76;54.54;8.16;-1.1;34.96;32.11;-2.85;;2.85;9.24;-6.66;2.04;-0.73;-1.07;-5.39;-1.47;2.47;0.97;-1.34;;4084154.8;-0.93;-0.01;2.52;949254731
DMVF3;4.42;;17.73;0.26;0.15;31.66;2.45;0.78;5.63;5.14;-0.61;-0.03;0.14;3.3;-0.21;1.19;1.47;0.85;4.11;0.58;0.42;1.09;319.38;;166696.82;16.91;0.25;-0.95;223664561.6
DOHL3;7;;-56.38;0.76;0.55;18.51;-1.63;-1.43;-49.48;-49.05;-2.24;0.03;0.81;1.19;-1.19;7.03;-1.34;-0.97;-2.01;0.73;0.27;0.68;6.68;;1852.75;9.24;-0.12;0.47;502621614.5
DOHL4;5.73;;-46.15;0.62;0.45;18.51;-1.63;-1.43;-40.5;-49.05;-2.24;0.03;0.66;0.97;-0.98;7.03;-1.34;-0.97;-2.01;0.73;0.27;0.68;6.68;;9236.47;9.24;-0.12;0.39;502621614.5
DOTZ3;1;;-1.56;-0.65;0.42;86.79;-65.95;-59.4;-1.41;-1.36;0.04;;0.93;-0.86;-0.83;0.51;-41.49;-26.6;96;-0.64;1.64;0.45;3.79;;129850.36;-1.54;-0.64;0.17;132068352
DTCY3;5.06;;29.38;-153.05;6.21;11.12;11.01;20.06;53.54;78.17;-0.02;;5.89;-311.18;-9.75;0.95;-520.92;21.13;147.96;-0.04;1.04;1.05;-9.85;-9.57;753;-0.03;0.17;-0.21;82254211.56
DTCY4;62.6;;363.49;-1893.5;76.81;11.12;11.01;20.06;662.37;78.17;-0.02;;72.91;-3849.77;-120.68;0.95;-520.92;21.13;147.96;-0.04;1.04;1.05;-9.85;-9.57;;-0.03;0.17;-2.6;82254211.56
DXCO3;6.57;5.16;8.06;0.89;0.33;34.51;18.45;8.56;3.74;6.8;3;0.72;0.69;3.76;-0.48;1.4;11.08;4.14;11.43;0.37;0.62;0.48;16.29;29.31;35225841.41;7.35;0.81;-0.18;5391120236
EALT3;7.5;2.86;5.39;0.76;0.32;22.14;10.71;6.67;3.35;5.48;2.01;0.45;0.36;-200.65;-0.5;1;14.12;5.94;14.09;0.42;0.58;0.89;23.92;0.44;4809.53;9.86;1.39;-0.15;174997500
EALT4;7.99;2.96;5.74;0.81;0.34;22.14;10.71;6.67;3.57;5.48;2.01;0.45;0.38;-213.76;-0.53;1;14.12;5.94;14.09;0.42;0.58;0.89;23.92;0.44;64056.97;9.86;1.39;-0.16;174997500
ECOR3;7;0.11;10.38;1.92;0.23;35.96;30.84;6.52;2.2;7.81;5.49;4.81;0.68;-2.41;-0.26;0.59;18.52;2.19;9.96;0.12;0.87;0.34;14.6;3.66;31694663.05;3.64;0.67;0.05;4874339568
ECPR3;90.25;;-9.87;1.21;0.62;;;;-17.12;-17.09;0.08;-0.01;;174.62;-0.62;2.97;-12.28;-6.29;-7.36;0.51;0.49;0;;;;74.46;-9.14;0.14;171908947.3
ECPR4;90.74;;-9.92;1.22;0.62;;;;-17.21;-17.09;0.08;-0.01;;175.57;-0.63;2.97;-12.28;-6.29;-7.36;0.51;0.49;0;;;;74.46;-9.14;0.14;171908947.3
EEEL3;294.77;;3.39;2;0.55;60.27;78.77;60.68;2.61;3.78;1.16;0.9;2.05;4.35;-0.73;2.11;59.23;16.38;25.32;0.28;0.72;0.27;6.73;16.15;;147.03;87.08;0;2840511500
EEEL4;410;;4.71;2.79;0.77;60.27;78.77;60.68;3.63;3.78;1.16;0.9;2.86;6.05;-1.02;2.11;59.23;16.38;25.32;0.28;0.72;0.27;6.73;16.15;;147.03;87.08;0.01;2840511500
EGIE3;39.96;8.88;10.07;3.91;0.81;50.32;52.92;28.48;5.42;7.68;2.21;1.59;2.87;19.18;-1;1.28;38.82;8.04;18.88;0.21;0.77;0.28;11.18;10.08;51546716.59;10.22;3.97;0.12;32604472490
